"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Leg Extension (Machine)",,"",3,"failure",62,15,,0,8.5
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Calf Press (Machine)",,"",0,"warmup",24,10,,0,6
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Calf Press (Machine)",,"",1,"normal",44,20,,0,7.5
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Calf Press (Machine)",,"",2,"normal",44,20,,0,8.5
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Calf Press (Machine)",,"",3,"normal",44,20,,0,9
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Hip Abduction (Machine)",,"",0,"warmup",28,8,,0,6
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Hip Abduction (Machine)",,"",1,"normal",56,15,,0,8
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Hip Abduction (Machine)",,"",2,"normal",56,15,,0,9
"Legs 1 Block 1","30 Oct 2024, 08:05","30 Oct 2024, 09:19","","Hip Abduction (Machine)",,"",3,"failure",56,13,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Warm Up",,"",0,"normal",,0,,300,
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Warm Up",,"",1,"normal",,0,,300,
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Meadows Incline DB Lateral Raise",,"",0,"warmup",8,6,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Meadows Incline DB Lateral Raise",,"",1,"normal",14,12,,0,8.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Meadows Incline DB Lateral Raise",,"",2,"normal",14,12,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Meadows Incline DB Lateral Raise",,"",3,"failure",12,16,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bench Press (Dumbbell)",,"",0,"warmup",10,5,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bench Press (Dumbbell)",,"",1,"warmup",12,6,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bench Press (Dumbbell)",,"",2,"normal",20,10,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bench Press (Dumbbell)",,"",3,"normal",20,8,,0,10
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bench Press (Dumbbell)",,"",4,"failure",18,7,,0,10
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bottom-Half Seated Cable Flye",,"",0,"warmup",2.5,5,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bottom-Half Seated Cable Flye",,"",1,"warmup",5,7,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bottom-Half Seated Cable Flye",,"",2,"normal",12.5,8,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Bottom-Half Seated Cable Flye",,"",3,"failure",10,12,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Shoulder Press (Dumbbell)",,"",0,"warmup",6,6,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Shoulder Press (Dumbbell)",,"",1,"warmup",8,8,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Shoulder Press (Dumbbell)",,"",2,"normal",12,12,,0,8
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Shoulder Press (Dumbbell)",,"",3,"normal",12,12,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Shoulder Press (Dumbbell)",,"",4,"normal",12,9,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Extension (Cable)",,"",0,"warmup",10,8,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Extension (Cable)",,"",1,"normal",20,15,,0,8
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Extension (Cable)",,"",2,"failure",20,13,,0,9.5
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Extension (Cable)",,"",3,"dropset",15,9,,0,10
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Kickback (Cable)",,"",0,"warmup",3.5,10,,0,6
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Kickback (Cable)",,"",1,"normal",7.5,20,,0,10
"Push 1 Block 1","29 Oct 2024, 15:46","29 Oct 2024, 17:09","","Triceps Kickback (Cable)",,"",2,"failure",7.5,16,,0,10
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Warm Up",,"",0,"normal",,0,,300,
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Warm Up",,"",1,"normal",,0,,300,
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Pull Up",,"Reps count when Eyes reach Bar\nStart with 30-78 LBS support\nSwitch to 42-102 LBS when RPE reached 9\nSwitch to Close-Grip after falling below RPE Range\nDon‘t forget partials!",0,"warmup",,5,,0,7
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Pull Up",,"Reps count when Eyes reach Bar\nStart with 30-78 LBS support\nSwitch to 42-102 LBS when RPE reached 9\nSwitch to Close-Grip after falling below RPE Range\nDon‘t forget partials!",1,"warmup",,7,,0,9
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Pull Up",,"Reps count when Eyes reach Bar\nStart with 30-78 LBS support\nSwitch to 42-102 LBS when RPE reached 9\nSwitch to Close-Grip after falling below RPE Range\nDon‘t forget partials!",2,"normal",,8,,0,9.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Pull Up",,"Reps count when Eyes reach Bar\nStart with 30-78 LBS support\nSwitch to 42-102 LBS when RPE reached 9\nSwitch to Close-Grip after falling below RPE Range\nDon‘t forget partials!",3,"normal",,6,,0,10
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Pull Up",,"Reps count when Eyes reach Bar\nStart with 30-78 LBS support\nSwitch to 42-102 LBS when RPE reached 9\nSwitch to Close-Grip after falling below RPE Range\nDon‘t forget partials!",4,"failure",,5,,0,10
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",10,5,,0,6
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Chest Supported Incline Row (Dumbbell)",,"",1,"warmup",12,7,,0,6
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",20,10,,0,9
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",20,9,,0,9.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Chest Supported Incline Row (Dumbbell)",,"",4,"failure",18,10,,0,9
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Sitting 1-Arm Lat Pulldown",,"",0,"warmup",10,8,,0,6
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Sitting 1-Arm Lat Pulldown",,"",1,"normal",25,13,,0,9.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Sitting 1-Arm Lat Pulldown",,"",2,"normal",20,15,,0,10
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable 1-Arm Face Pull",,"",0,"warmup",10,6,,0,6
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable 1-Arm Face Pull",,"",1,"normal",20,12,,0,10
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable 1-Arm Face Pull",,"",2,"normal",17.5,12,,0,8.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable 1-Arm Face Pull",,"",3,"failure",17.5,14,,0,9.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Seated Super- Bayesian High Cable Curl",,"",0,"warmup",5,8,,0,6
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Seated Super- Bayesian High Cable Curl",,"",1,"normal",10,15,,0,8
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Seated Super- Bayesian High Cable Curl",,"",2,"normal",10,15,,0,9.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Seated Super- Bayesian High Cable Curl",,"",3,"failure",10,14,,0,10
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable Crunch",,"",0,"warmup",20,6,,0,6
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable Crunch",,"",1,"normal",40,12,,0,8.5
"Pull 1 Block 1","28 Oct 2024, 12:23","28 Oct 2024, 13:37","","Cable Crunch",,"",2,"failure",40,12,,0,9
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Romanian Deadlift (Barbell)",,"",0,"warmup",30,8,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Romanian Deadlift (Barbell)",,"",1,"normal",50,8,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Romanian Deadlift (Barbell)",,"",2,"normal",50,8,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Leg Press (Machine)",,"",0,"normal",100,6,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Leg Press (Machine)",,"",1,"normal",150,12,,0,8.5
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Hip Adduction (Machine)",,"",0,"normal",23,8,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Hip Adduction (Machine)",,"",1,"normal",45,15,,0,7
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Hip Adduction (Machine)",,"",2,"normal",45,15,,0,7.5
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Preacher Curl (Barbell)",,"",0,"normal",15,8,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Preacher Curl (Barbell)",,"",1,"normal",17.5,15,,0,8
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Preacher Curl (Barbell)",,"",2,"normal",22.5,10,,0,10
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Triceps Pushdown",,"",0,"warmup",10,8,,0,6
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Triceps Pushdown",,"",1,"normal",20,15,,0,7.5
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Triceps Pushdown",,"",2,"normal",20,15,,0,8.5
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Pull Up (Assisted)",,"",0,"normal",15,9,,0,8
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Pull Up (Assisted)",,"",1,"normal",15,9,,0,8.5
"Afternoon workout 💪","26 Oct 2024, 13:50","26 Oct 2024, 15:16","","Pull Up (Assisted)",,"",2,"normal",18,9,,0,8.5
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Single Arm Lateral Raise (Cable)",,"",0,"warmup",5,8,,0,6
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,15,,0,9.5
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Single Arm Lateral Raise (Cable)",,"",2,"normal",7.5,13,,0,9
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Single Arm Lateral Raise (Cable)",,"",3,"failure",5,16,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Incline Bench Press (Dumbbell)",,"",0,"warmup",8,6,,0,6
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Incline Bench Press (Dumbbell)",,"",1,"warmup",10,8,,0,6
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Incline Bench Press (Dumbbell)",,"",2,"normal",18,12,,0,9
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Incline Bench Press (Dumbbell)",,"",3,"normal",18,11,,0,9.5
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Incline Bench Press (Dumbbell)",,"",4,"normal",18,9,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Seated Shoulder Press (Machine)",,"",0,"warmup",23,6,,0,6
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Seated Shoulder Press (Machine)",,"",1,"warmup",33,8,,0,7
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Seated Shoulder Press (Machine)",,"",2,"normal",47,12,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Seated Shoulder Press (Machine)",,"",3,"normal",47,11,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Seated Shoulder Press (Machine)",,"",4,"normal",47,10,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Katana Triceps Extension",,"",0,"warmup",5,6,,0,6
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Katana Triceps Extension",,"",1,"normal",7.5,12,,0,9.5
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Katana Triceps Extension",,"",2,"normal",7.5,9,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Katana Triceps Extension",,"",3,"failure",5,14,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Cable Crossover Ladder",,"",0,"warmup",5,6,,0,6
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Cable Crossover Ladder",,"",1,"normal",10,10,,0,10
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Cable Crossover Ladder",,"",2,"normal",7.5,12,,0,7.5
"Push 2 Block 1","25 Oct 2024, 08:54","25 Oct 2024, 10:07","","Cable Crossover Ladder",,"",3,"failure",7.5,16,,0,9.5
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Warm Up",,"",0,"normal",,0,,300,
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Warm Up",,"",1,"normal",,0,,300,
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Pendlay Row (Barbell)",,"",0,"warmup",22.5,5,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Pendlay Row (Barbell)",,"",1,"warmup",27.5,6,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Pendlay Row (Barbell)",,"",2,"normal",47.5,10,,0,8.5
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Pendlay Row (Barbell)",,"",3,"normal",47.5,10,,0,9
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Pendlay Row (Barbell)",,"",4,"failure",47.5,9,,0,10
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Lat Pulldown (Cable)",,"",0,"warmup",30,5,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Lat Pulldown (Cable)",,"",1,"warmup",35,6,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Lat Pulldown (Cable)",,"",2,"normal",60,10,,0,8
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Lat Pulldown (Cable)",,"",3,"normal",60,10,,0,9.5
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Lat Pulldown (Cable)",,"",4,"normal",55,10,,0,9
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",30,6,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,12,,0,9
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",60,11,,0,9
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Preacher Curl (Barbell)",,"",0,"warmup",7.5,8,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Preacher Curl (Barbell)",,"",1,"normal",15,15,,0,8
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Preacher Curl (Barbell)",,"",2,"normal",15,14,,0,10
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Preacher Curl (Barbell)",,"",3,"failure",12.5,16,,0,10
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Rear Delt Reverse Fly (Cable)",,"",0,"warmup",2.5,6,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",5,12,,0,7.5
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",5,11,,0,10
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Rear Delt Reverse Fly (Cable)",,"",3,"failure",2.5,16,,0,10
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Shrug (Dumbbell)",,"",0,"warmup",12,6,,0,6
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Shrug (Dumbbell)",,"",1,"normal",26,12,,0,8
"Pull 2 Block 1","24 Oct 2024, 14:11","24 Oct 2024, 15:11","","Shrug (Dumbbell)",,"",2,"normal",26,12,,0,10
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Bulgarian Split Squat",,"Make sure to reach bottom ROM",0,"warmup",8,4,,0,6
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Bulgarian Split Squat",,"Make sure to reach bottom ROM",1,"warmup",10,5,,0,6
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Bulgarian Split Squat",,"Make sure to reach bottom ROM",2,"normal",16,8,,0,8
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Bulgarian Split Squat",,"Make sure to reach bottom ROM",3,"normal",16,8,,0,8
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Bulgarian Split Squat",,"Make sure to reach bottom ROM",4,"normal",16,8,,0,9
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Thrust (Machine)",,"",0,"warmup",27.5,6,,0,6
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Thrust (Machine)",,"",1,"normal",56.5,12,,0,7.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Thrust (Machine)",,"",2,"normal",56.5,12,,0,9
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Thrust (Machine)",,"",3,"normal",56.5,12,,0,9.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Seated Leg Curl (Machine)",0,"",0,"normal",55,12,,0,8
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Seated Leg Curl (Machine)",0,"",1,"normal",55,12,,0,8.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Seated Leg Curl (Machine)",0,"",2,"normal",55,12,,0,8.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Leg Extension (Machine)",0,"",0,"normal",60,12,,0,7.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Leg Extension (Machine)",0,"",1,"normal",60,12,,0,8
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Leg Extension (Machine)",0,"",2,"normal",60,12,,0,8
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Calf Press (Machine)",,"",0,"warmup",24,8,,0,6
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Calf Press (Machine)",,"",1,"normal",42,20,,0,7.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Calf Press (Machine)",,"",2,"normal",42,20,,0,9
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Calf Press (Machine)",,"",3,"normal",42,20,,0,10
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Abduction (Machine)",,"",0,"warmup",28,8,,0,6
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Abduction (Machine)",,"",1,"normal",56,15,,0,8.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Abduction (Machine)",,"",2,"normal",56,15,,0,9.5
"Legs 1 Block 1","23 Oct 2024, 08:03","23 Oct 2024, 09:13","","Hip Abduction (Machine)",,"",3,"failure",56,13,,0,10
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Bicep Curl (Cable)",,"",0,"warmup",10,6,,0,6
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Bicep Curl (Cable)",,"",1,"normal",22.5,12,,0,8.5
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Bicep Curl (Cable)",,"",2,"normal",22.5,11,,0,10
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Bicep Curl (Cable)",,"",3,"failure",20,10,,0,10
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Skullcrusher (Barbell)",,"",0,"warmup",10,6,,0,6
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Skullcrusher (Barbell)",,"",1,"normal",20,12,,0,8.5
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Skullcrusher (Barbell)",,"",2,"normal",20,11,,0,10
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Skullcrusher (Barbell)",,"",3,"failure",17.5,12,,0,9.5
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Seated Incline Curl (Dumbbell)",,"",0,"warmup",6,8,,0,6
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,15,,0,7.5
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Seated Incline Curl (Dumbbell)",,"",2,"failure",10,15,,0,10
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Triceps Pushdown",,"",0,"warmup",10,8,,0,6
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Triceps Pushdown",,"",1,"normal",22.5,15,,0,9.5
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Triceps Pushdown",,"",2,"failure",20,15,,0,10
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Lying Leg Raise",,"",0,"normal",,20,,0,6
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Lying Leg Raise",,"",1,"normal",,20,,0,7
"Arms 1 Block 1","21 Oct 2024, 08:21","21 Oct 2024, 09:07","","Lying Leg Raise",,"",2,"normal",,20,,0,8
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Down Wrist Curl",0,"",0,"warmup",4,6,,0,6
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Down Wrist Curl",0,"",1,"normal",8,12,,0,9.5
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Down Wrist Curl",0,"",2,"normal",8,10,,0,10
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Down Wrist Curl",0,"",3,"normal",8,8,,0,9.5
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Up Wrist Curl",0,"",0,"warmup",4,6,,0,6
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Up Wrist Curl",0,"",1,"normal",10,12,,0,8
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Up Wrist Curl",0,"",2,"normal",10,12,,0,8
"Forearms","21 Oct 2024, 08:02","21 Oct 2024, 08:21","","Seated Palms Up Wrist Curl",0,"",3,"normal",10,12,,0,8.5
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Warm Up",,"",0,"normal",,0,,300,
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Warm Up",,"",1,"normal",,0,,300,
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Lat Pulldown (Cable)",,"",0,"warmup",30,6,,0,6
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Lat Pulldown (Cable)",,"",1,"normal",55,12,,0,8
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Lat Pulldown (Cable)",,"",2,"normal",60,11,,0,9.5
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Lat Pulldown (Cable)",,"",3,"failure",55,12,,0,10
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",10,5,,0,6
"Pull 1 Block 1","20 Oct 2024, 10:49","20 Oct 2024, 12:06","","Chest Supported Incline Row (Dumbbell)",,"",1,"warmup",12,7,,0,6
