"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Seated Leg Curl (Machine)",,"",0,"warmup",39,10,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Seated Leg Curl (Machine)",,"",1,"warmup",51,6,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Seated Leg Curl (Machine)",,"",2,"normal",78,12,,0,9
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Seated Leg Curl (Machine)",,"",3,"failure",78,10,,0,9.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Squat (Barbell)",,"",0,"warmup",37.5,10,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Squat (Barbell)",,"",1,"warmup",45,6,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Squat (Barbell)",,"",2,"normal",77.5,10,,0,9
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Squat (Barbell)",,"",3,"normal",77.5,9,,0,9.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Squat (Barbell)",,"",4,"failure",77.5,8,,0,9.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",0,"warmup",,10,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",1,"warmup",10,6,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",2,"normal",20,10,,0,8.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",3,"normal",20,10,,0,9
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",4,"failure",20,10,,0,9.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Leg Extension (Machine)",,"",0,"warmup",54,10,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Leg Extension (Machine)",,"",1,"normal",108,12,,0,7.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Leg Extension (Machine)",,"",2,"normal",108,12,,0,8.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Leg Extension (Machine)",,"",3,"failure",108,11,,0,9.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Calf Press (Machine)",,"Lower: all sets 175 next time\nLegs: 170",0,"warmup",88,10,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Calf Press (Machine)",,"Lower: all sets 175 next time\nLegs: 170",1,"normal",175,10,,0,7.5
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Calf Press (Machine)",,"Lower: all sets 175 next time\nLegs: 170",2,"normal",175,10,,0,8
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Calf Press (Machine)",,"Lower: all sets 175 next time\nLegs: 170",3,"failure",170,10,,0,8
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Cable Crunch",,"Last set form could‘ve been better. Next time same weight focus on form",0,"warmup",20,10,,0,6
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Cable Crunch",,"Last set form could‘ve been better. Next time same weight focus on form",1,"normal",40,12,,0,8
"Lower // Ramp // Strength // 1","15 Sep 2025, 07:48","15 Sep 2025, 09:13","","Cable Crunch",,"Last set form could‘ve been better. Next time same weight focus on form",2,"failure",40,12,,0,10
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Chest Press (Machine)",,"",0,"warmup",35,10,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Chest Press (Machine)",,"",1,"warmup",45,6,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Chest Press (Machine)",,"",2,"normal",70,12,,0,8.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Chest Press (Machine)",,"",3,"normal",70,12,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Chest Press (Machine)",,"",4,"failure",70,11,,0,10
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Shoulder Press (Dumbbell)",,"",0,"warmup",6,10,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Shoulder Press (Dumbbell)",,"",1,"warmup",8,6,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Shoulder Press (Dumbbell)",,"",2,"normal",16,12,,0,8.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Shoulder Press (Dumbbell)",,"",3,"normal",16,12,,0,10
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Shoulder Press (Dumbbell)",,"",4,"failure",16,10,,0,10
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Bottom-Half Seated Cable Flye",,"",0,"warmup",5,10,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Bottom-Half Seated Cable Flye",,"",1,"normal",10,14,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Bottom-Half Seated Cable Flye",,"",2,"failure",10,12,,0,10
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Lateral Raise (Cable)",,"",0,"warmup",4,10,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Lateral Raise (Cable)",,"",1,"normal",7.5,12,,0,9
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Lateral Raise (Cable)",,"",2,"failure",7,12,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Skullcrusher (Barbell)",,"",0,"warmup",12.5,10,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Skullcrusher (Barbell)",,"",1,"normal",25,13,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Skullcrusher (Barbell)",,"",2,"normal",22.5,14,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Skullcrusher (Barbell)",,"",3,"failure",20,15,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Triceps Pressdown",,"Had to split last set in 2 cause no energy",0,"warmup",7.5,10,,0,6
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Triceps Pressdown",,"Had to split last set in 2 cause no energy",1,"normal",10.5,19,,0,9.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Triceps Pressdown",,"Had to split last set in 2 cause no energy",2,"failure",10,20,,0,10
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Dragon Flag",,"",0,"normal",,12,,0,8.5
"Push // Ramp // Hypertrophy // 1","13 Sep 2025, 12:56","13 Sep 2025, 14:36","","Dragon Flag",,"",1,"failure",,11,,0,9
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Lat Pulldown (Cable)",,"Münster",0,"warmup",30,10,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Lat Pulldown (Cable)",,"Münster",1,"warmup",40,6,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Lat Pulldown (Cable)",,"Münster",2,"normal",65,10,,0,9.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Lat Pulldown (Cable)",,"Münster",3,"normal",65,10,,0,9.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Lat Pulldown (Cable)",,"Münster",4,"failure",60,9,,0,10
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Chest Supported Incline Row (Dumbbell)",,"Münster, used machine , next time try 28 first set",0,"warmup",14,10,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Chest Supported Incline Row (Dumbbell)",,"Münster, used machine , next time try 28 first set",1,"warmup",18,6,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Chest Supported Incline Row (Dumbbell)",,"Münster, used machine , next time try 28 first set",2,"normal",26,12,,0,8.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Chest Supported Incline Row (Dumbbell)",,"Münster, used machine , next time try 28 first set",3,"normal",26,12,,0,9
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Chest Supported Incline Row (Dumbbell)",,"Münster, used machine , next time try 28 first set",4,"failure",26,12,,0,10
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Seated Cable Row - Bar Wide Grip",,"Münster, couldnt use dual handle. Entered old values\nNext time try 65 first set",0,"warmup",30,10,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Seated Cable Row - Bar Wide Grip",,"Münster, couldnt use dual handle. Entered old values\nNext time try 65 first set",1,"normal",60,15,,0,8.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Seated Cable Row - Bar Wide Grip",,"Münster, couldnt use dual handle. Entered old values\nNext time try 65 first set",2,"failure",60,15,,0,9.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Reverse Fly Single Arm (Cable)",,"Münster, used machine, entered old values\nNext time 9,5 2nd set as well",0,"warmup",4.5,10,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Reverse Fly Single Arm (Cable)",,"Münster, used machine, entered old values\nNext time 9,5 2nd set as well",1,"normal",9.5,15,,0,8.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Reverse Fly Single Arm (Cable)",,"Münster, used machine, entered old values\nNext time 9,5 2nd set as well",2,"normal",9,15,,0,8.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Reverse Fly Single Arm (Cable)",,"Münster, used machine, entered old values\nNext time 9,5 2nd set as well",3,"failure",9,16,,0,9.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Hammer Curl (Cable)",,"Münster, used old values. Next time try increase reps 2nd set",0,"warmup",15,10,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Hammer Curl (Cable)",,"Münster, used old values. Next time try increase reps 2nd set",1,"normal",22.5,15,,0,8.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Hammer Curl (Cable)",,"Münster, used old values. Next time try increase reps 2nd set",2,"normal",22.5,13,,0,9
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Hammer Curl (Cable)",,"Münster, used old values. Next time try increase reps 2nd set",3,"failure",20,14,,0,9.5
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Concentration Curl",,"Münster",0,"warmup",6,10,,0,6
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Concentration Curl",,"Münster",1,"normal",12,16,,0,10
"Pull // Ramp // Hypertrophy // 1","12 Sep 2025, 12:20","12 Sep 2025, 13:25","","Concentration Curl",,"Münster",2,"failure",10,20,,0,10
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Press (Machine)",,"Lower: try 206",0,"warmup",102,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Press (Machine)",,"Lower: try 206",1,"warmup",125,6,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Press (Machine)",,"Lower: try 206",2,"normal",204,12,,0,8.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Press (Machine)",,"Lower: try 206",3,"normal",204,12,,0,9
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Press (Machine)",,"Lower: try 206",4,"failure",204,12,,0,9.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Seated Leg Curl (Machine)",,"Lower, keep 78\nLegs: work up 2nd set. Keep last @70 as needed",0,"warmup",38,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Seated Leg Curl (Machine)",,"Lower, keep 78\nLegs: work up 2nd set. Keep last @70 as needed",1,"normal",76,15,,0,9
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Seated Leg Curl (Machine)",,"Lower, keep 78\nLegs: work up 2nd set. Keep last @70 as needed",2,"normal",76,9,,0,9.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Seated Leg Curl (Machine)",,"Lower, keep 78\nLegs: work up 2nd set. Keep last @70 as needed",3,"failure",70,13,,0,10
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Lunge (Dumbbell)",,"Focusing on form, keep 16 until good form & depth",0,"warmup",8,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Lunge (Dumbbell)",,"Focusing on form, keep 16 until good form & depth",1,"normal",16,10,,0,8.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Lunge (Dumbbell)",,"Focusing on form, keep 16 until good form & depth",2,"failure",16,8,,0,9
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Extension (Machine)",,"",0,"warmup",52,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Extension (Machine)",,"",1,"normal",104,15,,0,9
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Leg Extension (Machine)",,"",2,"failure",104,13,,0,10
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Hip Adduction (Machine)",0,"",0,"warmup",37,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Hip Adduction (Machine)",0,"",1,"normal",74,13,,0,9.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Hip Adduction (Machine)",0,"",2,"failure",74,11,,0,10
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Hip Abduction (Machine)",0,"",0,"warmup",30,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Hip Abduction (Machine)",0,"",1,"normal",58,12,,0,9.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Hip Abduction (Machine)",0,"",2,"failure",58,11,,0,9.5
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Calf Press (Machine)",,"Lower: check comment history\nLegs: 170, re-comment",0,"warmup",87,10,,0,6
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Calf Press (Machine)",,"Lower: check comment history\nLegs: 170, re-comment",1,"normal",170,15,,0,9
"Legs // Ramp // Hypertrophy // 1","11 Sep 2025, 07:49","11 Sep 2025, 08:55","","Calf Press (Machine)",,"Lower: check comment history\nLegs: 170, re-comment",2,"failure",170,14,,0,10
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Incline Bench Press (Dumbbell)",,"Next time get all sets to 10 reps",0,"warmup",10,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Incline Bench Press (Dumbbell)",,"Next time get all sets to 10 reps",1,"warmup",12,6,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Incline Bench Press (Dumbbell)",,"Next time get all sets to 10 reps",2,"normal",22,10,,0,8.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Incline Bench Press (Dumbbell)",,"Next time get all sets to 10 reps",3,"normal",22,8,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Incline Bench Press (Dumbbell)",,"Next time get all sets to 10 reps",4,"failure",22,8,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Cable Crossover Ladder",,"Keep close watch on form",0,"warmup",6,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Cable Crossover Ladder",,"Keep close watch on form",1,"normal",12,11,,0,9
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Cable Crossover Ladder",,"Keep close watch on form",2,"normal",12,11,,0,9
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Cable Crossover Ladder",,"Keep close watch on form",3,"failure",12,11,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lat Pulldown (Cable)",,"Need to focus more on shoulder blades",0,"warmup",35,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lat Pulldown (Cable)",,"Need to focus more on shoulder blades",1,"normal",70,9,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lat Pulldown (Cable)",,"Need to focus more on shoulder blades",2,"normal",65,9,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lat Pulldown (Cable)",,"Need to focus more on shoulder blades",3,"failure",60,10,,0,10
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lateral Raise (Cable)",,"Improve form for 7,5",0,"warmup",4,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lateral Raise (Cable)",,"Improve form for 7,5",1,"normal",7.5,12,,0,9
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Lateral Raise (Cable)",,"Improve form for 7,5",2,"failure",7,10,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Pendlay Row (Barbell)",,"Straps really big help",0,"warmup",30,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Pendlay Row (Barbell)",,"Straps really big help",1,"normal",60,9,,0,9.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Pendlay Row (Barbell)",,"Straps really big help",2,"normal",60,9,,0,9
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Pendlay Row (Barbell)",,"Straps really big help",3,"failure",60,8,,0,10
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Triceps Extension (Cable)",,"",0,"warmup",12,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Triceps Extension (Cable)",,"",1,"normal",24,12,,0,8.5
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Triceps Extension (Cable)",,"",2,"failure",24,12,,0,10
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Bayesian Cable Curl",,"Did 14,5 for form, next time try 15 again",0,"warmup",7.5,10,,0,6
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Bayesian Cable Curl",,"Did 14,5 for form, next time try 15 again",1,"normal",14.5,12,,0,8
"Upper // Ramp // Strength // 1","9 Sep 2025, 06:46","9 Sep 2025, 08:27","","Bayesian Cable Curl",,"Did 14,5 for form, next time try 15 again",2,"failure",14.5,12,,0,10
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Seated Leg Curl (Machine)",,"",0,"warmup",39,10,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Seated Leg Curl (Machine)",,"",1,"warmup",51,6,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Seated Leg Curl (Machine)",,"",2,"normal",78,12,,0,9.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Seated Leg Curl (Machine)",,"",3,"failure",78,9,,0,10
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Squat (Barbell)",,"",0,"warmup",37.5,10,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Squat (Barbell)",,"",1,"warmup",45,6,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Squat (Barbell)",,"",2,"normal",77.5,8,,0,8.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Squat (Barbell)",,"",3,"normal",77.5,9,,0,9.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Squat (Barbell)",,"",4,"failure",77.5,7,,0,9
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",0,"warmup",,10,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",1,"warmup",10,6,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",2,"normal",20,10,,0,8.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",3,"normal",20,10,,0,10
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Back Extension (Weighted Hyperextension)",,"All sets, lower big hole pressed against forehead",4,"failure",20,8,,0,9.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Leg Extension (Machine)",,"",0,"warmup",54,10,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Leg Extension (Machine)",,"",1,"normal",108,12,,0,8
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Leg Extension (Machine)",,"",2,"normal",108,12,,0,8.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Leg Extension (Machine)",,"",3,"failure",108,10,,0,10
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Calf Press (Machine)",,"2nd to 175, 3rd to 170",0,"warmup",88,10,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Calf Press (Machine)",,"2nd to 175, 3rd to 170",1,"normal",175,10,,0,7.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Calf Press (Machine)",,"2nd to 175, 3rd to 170",2,"normal",170,10,,0,8
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Calf Press (Machine)",,"2nd to 175, 3rd to 170",3,"failure",165,10,,0,8.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Cable Crunch",,"",0,"warmup",20,10,,0,6
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Cable Crunch",,"",1,"normal",40,11,,0,8.5
"Lower // Ramp // Strength // 1","8 Sep 2025, 07:41","8 Sep 2025, 09:09","","Cable Crunch",,"",2,"failure",40,11,,0,9.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Chest Press (Machine)",,"Intro, less rpe, more reps next time",0,"warmup",35,10,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Chest Press (Machine)",,"Intro, less rpe, more reps next time",1,"warmup",45,6,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Chest Press (Machine)",,"Intro, less rpe, more reps next time",2,"normal",70,10,,0,7.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Chest Press (Machine)",,"Intro, less rpe, more reps next time",3,"normal",70,10,,0,8.5
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Shoulder Press (Dumbbell)",,"Intro, less rpe, more reps next time",0,"warmup",8,10,,0,6
"Push // Ramp // Hypertrophy // Intro","6 Sep 2025, 08:05","6 Sep 2025, 09:19","","Shoulder Press (Dumbbell)",,"Intro, less rpe, more reps next time",1,"warmup",10,6,,0,6
